titleEnglish;titleRomaji;startDate;endDate;format;genres;popularity;score;image
SPY x FAMILY CODE: White ;SPY×FAMILY CODE: White;22/12/2023;22/12/2023;MOVIE;['Action', 'Adventure', 'Comedy', 'Slice of Life', 'Supernatural'];32662;;images\158928.png
The Rising of the Shield Hero Season 3;Tate no Yuusha no Nariagari Season 3;6/10/2023;22/12/2023;TV;['Action', 'Adventure', 'Fantasy'];61243;;images\111322.png
My Next Life as a Villainess: All Routes Lead to Doom!;Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta…;5/4/2020;21/6/2020;TV;['Comedy', 'Fantasy', 'Romance', 'Slice of Life'];100749;74;images\104647.png
The Girl I Like Forgot Her Glasses;Suki na Ko ga Megane wo Wasureta;4/7/2023;26/9/2023;TV;['Comedy', 'Romance'];42523;65;images\160188.png
Masamune-kun's Revenge;Masamune-kun no Revenge;5/1/2017;23/3/2017;TV;['Comedy', 'Romance', 'Slice of Life'];163456;65;images\21857.png
Masamune-kun's Revenge R;Masamune-kun no Revenge R;3/7/2023;18/9/2023;TV;['Comedy', 'Romance', 'Slice of Life'];41345;71;images\146953.png
TONIKAWA: Over The Moon For You;Tonikaku Kawaii;3/10/2020;19/12/2020;TV;['Comedy', 'Romance', 'Slice of Life'];163964;77;images\116267.png
TONIKAWA: Over The Moon For You Season 2;Tonikaku Kawaii Season 2;8/4/2023;24/6/2023;TV;['Comedy', 'Romance', 'Slice of Life'];51049;76;images\141208.png
Demon Slayer: Kimetsu no Yaiba;Kimetsu no Yaiba;6/4/2019;28/9/2019;TV;['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural'];669243;83;images\101922.png
Attack on Titan;Shingeki no Kyojin;7/4/2013;28/9/2013;TV;['Action', 'Drama', 'Fantasy', 'Mystery'];708965;84;images\16498.png
Clannad: After Story;CLANNAD: After Story;3/10/2008;27/3/2009;TV;['Drama', 'Romance', 'Slice of Life', 'Supernatural'];166433;87;images\4181.png
Taisho Otome Fairy Tale;Taishou Otome Otogibanashi;9/10/2021;25/12/2021;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];32289;76;images\127412.png
Fruits Basket (2019);Fruits Basket: 1st Season;6/4/2019;21/9/2019;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural'];213930;82;images\105334.png
The Helpful Fox Senko-san;Sewayaki Kitsune no Senko-san;10/4/2019;26/6/2019;TV;['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural'];80493;71;images\105914.png
Miss Caretaker of Sunohara-sou;Sunoharasou no Kanrinin-san;5/7/2018;20/9/2018;TV;['Comedy', 'Ecchi', 'Slice of Life'];33840;64;images\100556.png
I've Been Killing Slimes for 300 Years and Maxed Out My Level;Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita;10/4/2021;26/6/2021;TV;['Adventure', 'Comedy', 'Fantasy', 'Slice of Life'];87875;69;images\112608.png
Miss Kobayashi's Dragon Maid;Kobayashi-san Chi no Maidragon;12/1/2017;6/4/2017;TV;['Comedy', 'Fantasy', 'Slice of Life'];243561;78;images\21776.png
Miss Kobayashi's Dragon Maid S;Kobayashi-san Chi no Maidragon S;8/7/2021;23/9/2021;TV;['Comedy', 'Fantasy', 'Slice of Life'];120695;82;images\107717.png
Nekopara;Nekopara;9/1/2020;26/3/2020;TV;['Comedy', 'Slice of Life'];43335;64;images\106863.png
Spice and Wolf;Ookami to Koushinryou;8/1/2008;30/5/2008;TV;['Adventure', 'Fantasy', 'Romance'];131947;80;images\2966.png
Spice and Wolf II: Wolf and the Amber Melancholy;Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu;30/4/2009;30/4/2009;OVA;['Adventure', 'Fantasy', 'Romance'];32302;76;images\6007.png
Horimiya;Horimiya;10/1/2021;4/4/2021;TV;['Comedy', 'Romance', 'Slice of Life'];330538;81;images\124080.png
Violet Evergarden;Violet Evergarden;11/1/2018;5/4/2018;TV;['Drama', 'Fantasy', 'Slice of Life'];375852;85;images\21827.png
Violet Evergarden: the Movie;Violet Evergarden Movie;18/9/2020;18/9/2020;MOVIE;['Drama', 'Fantasy', 'Slice of Life'];127393;88;images\103047.png
Your lie in April;Shigatsu wa Kimi no Uso;10/10/2014;20/3/2015;TV;['Drama', 'Music', 'Romance', 'Slice of Life'];429137;84;images\20665.png
Nagi-Asu: A Lull in the Sea;Nagi no Asukara;3/10/2013;3/4/2014;TV;['Drama', 'Fantasy', 'Romance', 'Slice of Life'];106633;77;images\16067.png
LOVE and LIES;Koi to Uso;4/7/2017;19/9/2017;TV;['Drama', 'Romance'];85438;62;images\98320.png
Kokoro Connect;Kokoro Connect;8/7/2012;30/9/2012;TV;['Drama', 'Romance', 'Slice of Life', 'Supernatural'];141101;75;images\11887.png
Waiting in the Summer;Ano Natsu de Matteru;10/1/2012;27/3/2012;TV;['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life'];65038;71;images\11433.png
A Silent Voice;Koe no Katachi;17/9/2016;17/9/2016;MOVIE;['Drama', 'Romance', 'Slice of Life'];468238;88;images\20954.png
The Troubled Life of Miss Kotoura;Kotoura-san;11/1/2013;29/3/2013;TV;['Comedy', 'Drama', 'Romance'];57935;68;images\15379.png
Chainsaw Man;Chainsaw Man;12/10/2022;28/12/2022;TV;['Action', 'Drama', 'Horror', 'Supernatural'];323006;85;images\127230.png
CYBERPUNK: EDGERUNNERS;Cyberpunk: Edgerunners;13/9/2022;13/9/2022;ONA;['Action', 'Drama', 'Psychological', 'Sci-Fi'];166584;85;images\120377.png
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train;Kimetsu no Yaiba: Mugen Ressha-hen;16/10/2020;16/10/2020;MOVIE;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Supernatural'];336038;85;images\112151.png
Teasing Master Takagi-san;Karakai Jouzu no Takagi-san;8/1/2018;26/3/2018;TV;['Comedy', 'Romance', 'Slice of Life'];125807;75;images\99468.png
Teasing Master Takagi-san Season 2;Karakai Jouzu no Takagi-san 2;7/7/2019;22/9/2019;TV;['Comedy', 'Romance', 'Slice of Life'];68972;79;images\107068.png
Teasing Master Takagi-san Season 3;Karakai Jouzu no Takagi-san 3;8/1/2022;26/3/2022;TV;['Comedy', 'Romance', 'Slice of Life'];37743;83;images\138424.png
Teasing Master Takagi-san: The Movie;Karakai Jouzu no Takagi-san Movie;10/6/2022;10/6/2022;MOVIE;['Comedy', 'Romance', 'Slice of Life'];17063;84;images\138425.png
My Dress-Up Darling;Sono Bisque Doll wa Koi wo Suru;9/1/2022;27/3/2022;TV;['Comedy', 'Ecchi', 'Romance', 'Slice of Life'];225115;81;images\132405.png
More than a Married Couple, but Not Lovers.;Fuufu Ijou, Koibito Miman.;9/10/2022;25/12/2022;TV;['Comedy', 'Drama', 'Ecchi', 'Romance'];65511;75;images\141949.png
Shikimori's Not Just a Cutie;Kawaii dake ja Nai Shikimori-san;10/4/2022;10/7/2022;TV;['Comedy', 'Romance', 'Slice of Life'];126239;68;images\127911.png
Wotakoi: Love is Hard for Otaku;Wotaku ni Koi wa Muzukashii;13/4/2018;22/6/2018;TV;['Comedy', 'Romance', 'Slice of Life'];228750;79;images\99578.png
The Quintessential Quintuplets;Go-toubun no Hanayome;11/1/2019;29/3/2019;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];208905;76;images\103572.png
Science Fell in Love, So I Tried to Prove It r=1-sinθ;Rikei ga Koi ni Ochita no de Shoumei shitemita. r=1-sinθ (Heart);2/4/2022;18/6/2022;TV;['Comedy', 'Romance'];33774;71;images\125124.png
Mayo Chiki!;Mayo Chiki!;8/7/2011;30/9/2011;TV;['Comedy', 'Ecchi', 'Romance'];74743;69;images\10110.png
Haganai;Boku wa Tomodachi ga Sukunai;7/10/2011;23/12/2011;TV;['Comedy', 'Ecchi', 'Romance', 'Slice of Life'];122629;68;images\10719.png
Haganai NEXT;Boku wa Tomodachi ga Sukunai NEXT;11/1/2013;29/3/2013;TV;['Comedy', 'Ecchi', 'Romance', 'Slice of Life'];79902;69;images\14967.png
ORESUKI: Are you the only one who loves me?;Ore wo Suki nano wa Omae dake ka yo;3/10/2019;26/12/2019;TV;['Comedy', 'Drama', 'Ecchi', 'Romance', 'Slice of Life'];97453;71;images\104464.png
Girlfriend, Girlfriend;Kanojo mo Kanojo;3/7/2021;18/9/2021;TV;['Comedy', 'Ecchi', 'Romance', 'Slice of Life'];83037;63;images\126192.png
A Couple of Cuckoos;Kakkou no Iinazuke;24/4/2022;2/10/2022;TV;['Comedy', 'Romance'];63688;68;images\132052.png
Maid-Sama!;Kaichou wa Maid-sama!;2/4/2010;24/9/2010;TV;['Comedy', 'Drama', 'Romance'];207774;78;images\7054.png
Maid-Sama! LaLa Special;Kaichou wa Maid-sama!: Goshujin-sama to Asonjao♥;24/7/2010;24/7/2010;SPECIAL;['Comedy'];16934;70;images\10298.png
My Hero Academia;Boku no Hero Academia;3/4/2016;26/6/2016;TV;['Action', 'Adventure', 'Comedy'];621558;77;images\21459.png
My Hero Academia Season 2;Boku no Hero Academia 2;1/4/2017;30/9/2017;TV;['Action', 'Adventure', 'Comedy'];478995;80;images\21856.png
My Hero Academia Season 3;Boku no Hero Academia 3;7/4/2018;29/9/2018;TV;['Action', 'Adventure', 'Comedy'];438387;79;images\100166.png
My Hero Academia Season 4;Boku no Hero Academia 4;12/10/2019;4/4/2020;TV;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];382482;79;images\104276.png
My Hero Academia Season 5;Boku no Hero Academia 5;27/3/2021;25/9/2021;TV;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];282660;74;images\117193.png
My Hero Academia Season 6;Boku no Hero Academia 6;1/10/2022;25/3/2023;TV;['Action', 'Adventure', 'Comedy'];143596;83;images\139630.png
given;Given;12/7/2019;20/9/2019;TV;['Drama', 'Music', 'Romance', 'Slice of Life'];158340;83;images\108430.png
Puella Magi Madoka Magica;Mahou Shoujo Madoka☆Magica;7/1/2011;22/4/2011;TV;['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Thriller'];223908;82;images\9756.png
Puella Magi Madoka Magica the Movie Part II: Eternal;Mahou Shoujo Madoka☆Magica: Eien no Monogatari;13/10/2012;13/10/2012;MOVIE;['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Thriller'];38564;81;images\11979.png
Puella Magi Madoka Magica the Movie Part III: Rebellion;Mahou Shoujo Madoka☆Magica: Hangyaku no Monogatari;26/10/2013;26/10/2013;MOVIE;['Drama', 'Fantasy', 'Mahou Shoujo', 'Mystery', 'Psychological', 'Thriller'];81544;83;images\11981.png
Puella Magi Madoka Magica the Movie -Walpurgisnacht: Rising-;Mahou Shoujo Madoka☆Magica: Walpurgis no Kaiten;None/None/2024;None/None/2024;MOVIE;['Mahou Shoujo'];19773;;images\133007.png
Magia Record: Puella Magi Madoka Magica Side Story;Magia Record: Mahou Shoujo Madoka☆Magica Gaiden;5/1/2020;29/3/2020;TV;['Drama', 'Mahou Shoujo', 'Mystery', 'Psychological', 'Thriller'];41705;64;images\104051.png
The Melancholy of Haruhi Suzumiya (2009);Suzumiya Haruhi no Yuuutsu (2009);3/4/2009;9/10/2009;TV;['Comedy', 'Mystery', 'Sci-Fi', 'Slice of Life', 'Supernatural'];88604;71;images\4382.png
The Disappearance of Haruhi Suzumiya;Suzumiya Haruhi no Shoushitsu;6/2/2010;6/2/2010;MOVIE;['Drama', 'Mystery', 'Sci-Fi', 'Supernatural'];109366;86;images\7311.png
The Disappearance of Nagato Yuki-chan;Nagato Yuki-chan no Shoushitsu;4/4/2015;18/7/2015;TV;['Comedy', 'Romance', 'Slice of Life'];27113;63;images\20566.png
The Disappearance of Nagato Yuki-chan: I Cannot Let Summer Break End;Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi;26/10/2015;26/10/2015;OVA;['Comedy', 'Romance'];6354;65;images\21122.png
PSYCHO-PASS;PSYCHO-PASS;12/10/2012;22/3/2013;TV;['Action', 'Psychological', 'Sci-Fi', 'Thriller'];257740;82;images\13601.png
PSYCHO-PASS 2;PSYCHO-PASS 2;10/10/2014;19/12/2014;TV;['Action', 'Psychological', 'Sci-Fi', 'Thriller'];106344;71;images\20513.png
PSYCHO-PASS: The Movie;PSYCHO-PASS Movie;9/1/2015;9/1/2015;MOVIE;['Action', 'Sci-Fi'];51014;75;images\20514.png
KONOSUBA -God's blessing on this wonderful world!;Kono Subarashii Sekai ni Shukufuku wo!;14/1/2016;17/3/2016;TV;['Adventure', 'Comedy', 'Ecchi', 'Fantasy'];356893;79;images\21202.png
KONOSUBA -God's blessing on this wonderful world! 2;Kono Subarashii Sekai ni Shukufuku wo! 2;12/1/2017;16/3/2017;TV;['Adventure', 'Comedy', 'Ecchi', 'Fantasy'];262727;81;images\21699.png
KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson;Kono Subarashii Sekai ni Shukufuku wo! Kurenai Densetsu;30/8/2019;30/8/2019;MOVIE;['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Supernatural'];161412;83;images\102976.png
Princess Connect! Re:Dive;Princess Connect! Re:Dive;7/4/2020;30/6/2020;TV;['Adventure', 'Comedy', 'Fantasy'];68745;69;images\107871.png
Princess Connect! Re:Dive Season 2;Princess Connect! Re:Dive Season 2;11/1/2022;29/3/2022;TV;['Action', 'Adventure', 'Comedy', 'Fantasy'];30595;77;images\122808.png
Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout;Fantasy Bishoujo Juniku Oji-san to;12/1/2022;30/3/2022;TV;['Adventure', 'Comedy', 'Fantasy', 'Romance'];37906;70;images\134252.png
"Steins:Gate";"Steins:Gate";6/4/2011;14/9/2011;TV;['Drama', 'Psychological', 'Sci-Fi', 'Thriller'];413902;89;images\9253.png
"Steins:Gate: Egoistic Poriomania";"Steins:Gate: Oukoubakko no Poriomania";22/2/2012;22/2/2012;OVA;['Comedy', 'Romance', 'Sci-Fi'];85474;80;images\10863.png
"Steins:Gate The Movie – Load Region of Déjà Vu";"Steins:Gate: Fuka Ryouiki no Déjà vu";20/4/2013;20/4/2013;MOVIE;['Drama', 'Romance', 'Sci-Fi', 'Thriller'];102343;82;images\11577.png
"Steins:Gate 0: 23β -Divide by Zero-";"Steins:Gate: Kyoukaimenjou no Missing Link - Divide By Zero";3/12/2015;3/12/2015;OVA;['Drama', 'Psychological', 'Sci-Fi', 'Thriller'];58908;81;images\21624.png
;"Steins:Gate 0";12/4/2018;27/9/2018;TV;['Drama', 'Psychological', 'Sci-Fi', 'Thriller'];157933;84;images\21127.png
"Steins:Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-";"Steins:Gate 0: Kesshou Takei no Valentine - Bittersweet Day";21/12/2018;21/12/2018;OVA;['Comedy', 'Sci-Fi'];26639;70;images\104174.png
Ascendance of a Bookworm;Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen;3/10/2019;26/12/2019;TV;['Fantasy', 'Slice of Life'];67555;78;images\108268.png
Ascendance of a Bookworm Part 2;Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season;5/4/2020;21/6/2020;TV;['Fantasy', 'Slice of Life'];43720;79;images\113693.png
Ascendance of a Bookworm Season 3;Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season;12/4/2022;14/6/2022;TV;['Drama', 'Fantasy', 'Slice of Life'];31039;79;images\121176.png
Eromanga Sensei;Eromanga Sensei;9/4/2017;25/6/2017;TV;['Comedy', 'Drama', 'Ecchi', 'Romance', 'Slice of Life'];141879;60;images\21685.png
A Certain Scientific Railgun;Toaru Kagaku no Railgun;3/10/2009;20/3/2010;TV;['Action', 'Fantasy', 'Sci-Fi'];114825;75;images\6213.png
A Certain Scientific Railgun S;Toaru Kagaku no Railgun S;12/4/2013;27/9/2013;TV;['Action', 'Fantasy', 'Sci-Fi'];73761;79;images\16049.png
A Certain Scientific Railgun T;Toaru Kagaku no Railgun T;10/1/2020;25/9/2020;TV;['Action', 'Sci-Fi'];52260;81;images\104462.png
;Toaru Kagaku no Railgun T: Motto Marutto Railgun;30/4/2020;9/10/2020;SPECIAL;['Comedy'];3371;66;images\122041.png
A Certain Magical Index;Toaru Majutsu no Index;5/10/2008;19/3/2009;TV;['Action', 'Sci-Fi', 'Supernatural'];138713;70;images\4654.png
A Certain Magical Index II;Toaru Majutsu no Index II;8/10/2010;1/4/2011;TV;['Action', 'Sci-Fi', 'Supernatural'];78448;73;images\8937.png
A Certain Magical Index III;Toaru Majutsu no Index III;5/10/2018;5/4/2019;TV;['Action', 'Sci-Fi', 'Supernatural'];55295;66;images\100185.png
A Certain Scientific Accelerator;Toaru Kagaku no Accelerator;12/7/2019;27/9/2019;TV;['Action', 'Sci-Fi'];52071;70;images\104463.png
Noragami;Noragami;5/1/2014;23/3/2014;TV;['Action', 'Adventure', 'Comedy', 'Supernatural'];399701;78;images\20447.png
Noragami OVA;Noragami OVA;17/2/2014;17/7/2014;OVA;['Action', 'Adventure', 'Comedy', 'Supernatural'];61736;75;images\20494.png
Noragami Aragoto;Noragami ARAGOTO;3/10/2015;26/12/2015;TV;['Action', 'Adventure', 'Comedy', 'Supernatural'];235713;80;images\21128.png
;Noragami ARAGOTO OVA;17/11/2015;17/3/2016;OVA;['Action', 'Adventure', 'Comedy', 'Slice of Life', 'Supernatural'];31610;75;images\119941.png
No Game, No Life;No Game No Life;9/4/2014;25/6/2014;TV;['Adventure', 'Comedy', 'Ecchi', 'Fantasy'];397601;77;images\19815.png
No Game, No Life Zero;No Game No Life Zero;15/7/2017;15/7/2017;MOVIE;['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance'];168183;80;images\21875.png
BLEND-S;Blend S;8/10/2017;24/12/2017;TV;['Comedy', 'Slice of Life'];140926;71;images\97994.png
My Senpai is Annoying;Senpai ga Uzai Kouhai no Hanashi;10/10/2021;26/12/2021;TV;['Comedy', 'Romance', 'Slice of Life'];74359;76;images\120646.png
Gabriel DropOut;Gabriel Dropout;9/1/2017;27/3/2017;TV;['Comedy', 'Slice of Life', 'Supernatural'];101191;73;images\21878.png
;Gabriel Dropout Specials;24/3/2017;24/5/2017;SPECIAL;['Comedy', 'Supernatural'];18294;75;images\98524.png
;Himouto! Umaru-chan;9/7/2015;24/9/2015;TV;['Comedy', 'Slice of Life'];129174;67;images\20987.png
Himouto! Umaru-chan R;Himouto! Umaru-chan R;9/10/2017;25/12/2017;TV;['Comedy', 'Slice of Life'];51858;71;images\98572.png
Fullmetal Alchemist: Brotherhood;Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST;5/4/2009;4/7/2010;TV;['Action', 'Adventure', 'Drama', 'Fantasy'];498320;90;images\5114.png
Fullmetal Alchemist: Brotherhood OVA Collection;Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST Mihousou Episode;26/8/2009;25/8/2010;OVA;['Adventure', 'Drama', 'Fantasy'];22691;77;images\6421.png
Fullmetal Alchemist: The Sacred Star of Milos;Hagane no Renkinjutsushi: Milos no Seinaru Hoshi;2/7/2011;2/7/2011;MOVIE;['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy'];29567;69;images\9135.png
My Teen Romantic Comedy SNAFU;Yahari Ore no Seishun Love Come wa Machigatteiru.;5/4/2013;28/6/2013;TV;['Drama', 'Romance', 'Slice of Life'];260780;78;images\14813.png
My Teen Romantic Comedy SNAFU OVA;Yahari Ore no Seishun Love Come wa Machigatteiru.: Kochira to Shite mo Karera Kanojora no Yukusue ni Sachi Ookaran Koto wo Negawazaru wo Enai.;19/9/2013;19/9/2013;OVA;['Comedy', 'Romance', 'Slice of Life'];56950;74;images\18753.png
My Teen Romantic Comedy SNAFU TOO!;Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku;3/4/2015;26/6/2015;TV;['Drama', 'Romance', 'Slice of Life'];193946;81;images\20698.png
My Teen Romantic Comedy SNAFU TOO! OVA;Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru;27/10/2016;27/10/2016;OVA;['Comedy', 'Romance', 'Slice of Life'];52806;78;images\21769.png
My Teen Romantic Comedy SNAFU Climax!;Yahari Ore no Seishun Love Come wa Machigatteiru. Kan;10/7/2020;25/9/2020;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];152276;82;images\108489.png
;Yahari Ore no Seishun Love Come wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.;27/4/2023;27/4/2023;OVA;['Comedy', 'Drama', 'Romance', 'Slice of Life'];24868;76;images\128643.png
The Pet Girl of Sakurasou;Sakurasou no Pet na Kanojo;9/10/2012;26/3/2013;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];203412;78;images\13759.png
Kaguya-sama: Love is War;Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen;12/1/2019;30/3/2019;TV;['Comedy', 'Psychological', 'Romance', 'Slice of Life'];384712;83;images\101921.png
Kaguya-sama: Love is War?;Kaguya-sama wa Kokurasetai?: Tensaitachi no Renai Zunousen;11/4/2020;27/6/2020;TV;['Comedy', 'Psychological', 'Romance', 'Slice of Life'];308458;86;images\112641.png
;Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen OVA;19/5/2021;19/5/2021;OVA;['Comedy', 'Ecchi', 'Romance', 'Slice of Life'];64555;75;images\125368.png
"Kaguya-sama: Love is War -Ultra Romantic- ""Yu Ishigami Wants to Chat""";Kaguya-sama wa Kokurasetai: Ultra Romantic 3rd Season Teaser PV - Ishigami Yuu wa Kataritai;21/10/2021;21/10/2021;ONA;['Comedy', 'Romance'];3188;78;images\165557.png
Kaguya-sama: Love is War -Ultra Romantic-;Kaguya-sama wa Kokurasetai: Ultra Romantic;9/4/2022;25/6/2022;TV;['Comedy', 'Psychological', 'Romance', 'Slice of Life'];179245;90;images\125367.png
Kaguya-sama: Love is War -The First Kiss That Never Ends-;Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai;1/4/2023;3/4/2023;TV;['Comedy', 'Psychological', 'Romance', 'Slice of Life'];72375;88;images\151384.png
Clannad;CLANNAD;5/10/2007;28/3/2008;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural'];213364;76;images\2167.png
Clannad: After Story;CLANNAD: After Story;3/10/2008;27/3/2009;TV;['Drama', 'Romance', 'Slice of Life', 'Supernatural'];166433;87;images\4181.png
Clannad: Another World, Tomoyo Chapter;CLANNAD: Mou Hitotsu no Sekai, Tomoyo-hen;16/7/2008;16/7/2008;OVA;['Drama', 'Romance', 'Slice of Life'];49838;76;images\4059.png
Clannad: Another World, Kyou Chapter;CLANNAD: After Story - Mou Hitotsu no Sekai, Kyou-hen;1/7/2009;1/7/2009;OVA;['Drama', 'Romance', 'Slice of Life'];43372;74;images\6351.png
Seitokai Yakuindomo;Seitokai Yakuindomo;4/7/2010;26/9/2010;TV;['Comedy', 'Slice of Life'];82572;73;images\8675.png
;Seitokai Yakuindomo OVA;15/4/2011;17/10/2013;OVA;['Comedy', 'Slice of Life'];24192;75;images\10119.png
Seitokai Yakuindomo Season 2;Seitokai Yakuindomo＊;4/1/2014;30/3/2014;TV;['Comedy', 'Slice of Life'];43032;75;images\20448.png
Seitokai Yakuindomo Season 2 OVA;Seitokai Yakuindomo＊ OVA;16/5/2014;17/9/2020;OVA;['Comedy', 'Slice of Life'];16733;76;images\20826.png
Seitokai Yakuindomo the Movie;Seitokai Yakuindomo Movie;21/7/2017;21/7/2017;MOVIE;['Comedy', 'Slice of Life'];13999;76;images\98240.png
Seitokai Yakuindomo Movie 2;Seitokai Yakuindomo Movie 2;1/1/2021;1/1/2021;MOVIE;['Comedy', 'Slice of Life'];7998;75;images\113692.png
ONIMAI: I'm Now Your Sister!;Onii-chan wa Oshimai!;5/1/2023;23/3/2023;TV;['Comedy', 'Ecchi', 'Slice of Life'];38899;76;images\147864.png
Aggretsuko;Aggressive Retsuko;20/4/2018;20/4/2018;ONA;['Comedy', 'Music', 'Slice of Life'];48355;74;images\101571.png
Aggretsuko: Season 2;Aggressive Retsuko Season 2;14/6/2019;14/6/2019;ONA;['Comedy', 'Music', 'Slice of Life'];28252;76;images\105200.png
Aggretsuko: Season 3;Aggressive Retsuko Season 3;27/8/2020;27/8/2020;ONA;['Comedy', 'Music', 'Slice of Life'];21522;77;images\110857.png
Aggretsuko: Season 4;Aggressive Retsuko Season 4;16/12/2021;16/12/2021;ONA;['Comedy', 'Music', 'Slice of Life'];12936;73;images\127619.png
Aggretsuko: Season 5;Aggressive Retsuko Season 5;16/2/2023;16/2/2023;ONA;['Comedy', 'Music', 'Slice of Life'];6691;74;images\154983.png
;planetarian: Snow Globe;20/1/2021;20/1/2021;OVA;['Drama', 'Fantasy', 'Romance', 'Sci-Fi'];3860;69;images\113595.png
Planetarian: Storyteller of the Stars;planetarian: Hoshi no Hito;3/9/2016;3/9/2016;MOVIE;['Drama', 'Fantasy', 'Sci-Fi'];11067;75;images\21771.png
Planetarian;planetarian: Chiisana Hoshi no Yume;7/7/2016;4/8/2016;ONA;['Drama', 'Fantasy', 'Sci-Fi'];22891;73;images\21732.png
How a Realist Hero Rebuilt the Kingdom;Genjitsu Shugi Yuusha no Oukoku Saikenki;4/7/2021;26/9/2021;TV;['Action', 'Adventure', 'Fantasy', 'Romance'];80488;71;images\117612.png
